verse_number,tantra,section,english_title
"344","Tantra Two","DAKSHA’S SACRIFICE","The Lord Unsloughed the Elephant"
"345","Tantra Two","DAKSHA’S SACRIFICE","The Lord Scorched the God of Death"
"346","Tantra Two","DAKSHA’S SACRIFICE","The Lord Vanquished Kama, the God of Love"
"347","Tantra Two","DAKSHA’S SACRIFICE","The Benevolent Deeds Of The Lord—"
"348","Tantra Two","DAKSHA’S SACRIFICE","The Lord is not Beyond Reach"
"349","Tantra Two","DAKSHA’S SACRIFICE","The Lord Blessed Aya and Mal"
"350","Tantra Two","DAKSHA’S SACRIFICE","Lord Blessed Ravana"
"351","Tantra Two","DELUGE","The Lord Blessed Chandeswara"
"352","Tantra Two","DELUGE","The Lord is the Refuge of the Heavenly Beings"
"353","Tantra Two","DELUGE","What Befell Celestials at Daksha’s Sacrifice"
"354","Tantra Two","DELUGE","What Befell Hari"
"355","Tantra Two","DELUGE","To Each According to His Desert — the Way of"
"356","Tantra Two","GIFT OF THE DISCUS","Gods Got What They Deserved"
"357","Tantra Two","GIFT OF THE DISCUS","The Lord Comes to Those Who Seek Him in Yoga"
"358","Tantra Two","GIFT OF THE DISCUS","For Want of Hara’s Grace They Lost All"
"359","Tantra Two","GIFT OF THE DISCUS","Pranava and Ajapajapa"
"360","Tantra Two","SKELETON AND SKULL","The Lord Destroyed Asuras to Protect the"
"361","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","Repent and Pray; Lord Blesses"
"362","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","The Lord Blesses the Two Who for Primacy"
"363","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","The Lord Saved Mortals"
"364","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","Lord is Ocean of Grace"
"365","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","To Quell Rising Tides Lord Placed Primal Fire"
"366","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA",". The Lord Severed Head of Brahma Who erred"
"367","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","Through Arrogance Mal Lost His Chakra"
"368","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","The Lord Split Power of Chakra"
"369","Tantra Two","IN SEARCH OF CROWN AND FEET OF SIVA","The Lord Splits Power of Chakra"
"370","Tantra Two","CREATION — MICROCOSMIC","At Daksha’s Sacrifice Chakra Lost Power"
"371","Tantra Two","CREATION — MICROCOSMIC","Why The Lord Wears Skull and Bones"
"372","Tantra Two","CREATION — MICROCOSMIC","Brahma and Mal Seek His Feet"
"373","Tantra Two","CREATION — MICROCOSMIC","But 1 Knew Lord, -By His Grace Abounding"
"374","Tantra Two","CREATION — MICROCOSMIC","Lord is Omnipresent"
"375","Tantra Two","CREATION — MICROCOSMIC","The Two Saw not His Form Entire"
"376","Tantra Two","CREATION — MICROCOSMIC","The Two Contended For Primacy"
"377","Tantra Two","CREATION — MICROCOSMIC","The Lord Animates Within Brahma and Vishnu"
"378","Tantra Two","CREATION — MICROCOSMIC","Know God’s Truth and Be Blessed Now and"
"379","Tantra Two","CREATION — MICROCOSMIC","Only in Self-Surrender Will the Lord Be Truly"
"380","Tantra Two","CREATION — MICROCOSMIC","Lord Decreed Brahma’s Fate"
"381","Tantra Two","CREATION — MICROCOSMIC","Act of Creation by the Primal One"
"382","Tantra Two","CREATION — MICROCOSMIC","Creation Continues"
"383","Tantra Two","CREATION — MICROCOSMIC","Latent Maya Evolves"
"384","Tantra Two","CREATION — MICROCOSMIC","Evolution of Maan Sakti—the Substratum of"
"385","Tantra Two","CREATION — MICROCOSMIC","Universe of Five Elements—Evolves"
"386","Tantra Two","CREATION — MICROCOSMIC","Siva is the Source of Creation"
"387","Tantra Two","CREATION — MICROCOSMIC","In the Union of Sadasiva with Maan Sakti"
"388","Tantra Two","CREATION — MICROCOSMIC","How the Elements Five Evolved"
"389","Tantra Two","CREATION — MICROCOSMIC","The Primal One Created the Universe With"
"390","Tantra Two","CREATION — MICROCOSMIC","Creation is an Act of Pure Consciousness by the"
"391","Tantra Two","CREATION — MICROCOSMIC","The Primai One is Narayana and Brahma as Weil"
"392","Tantra Two","CREATION — MICROCOSMIC","As Light Within Brahma, the Primal One Creates"
"393","Tantra Two","CREATION — MICROCOSMIC","At the Creation the Compassionate One Pervades"
"394","Tantra Two","CREATION — MICROCOSMIC","The Lord Animates the Body in Justice"
"395","Tantra Two","CREATION — MICROCOSMIC","Lord is the Refuge of All Departed Life"
"396","Tantra Two","CREATION — MICROCOSMIC","Creation the Play of He-She"
"397","Tantra Two","CREATION — MICROCOSMIC","He functions as the Three"
"398","Tantra Two","CREATION — MICROCOSMIC","The Five Gods Were Born of Anava Sakti"
"399","Tantra Two","CREATION — MICROCOSMIC","Creation the Play of the Ultimate"
"400","Tantra Two","SUSTENANCE","The Elements and the Five manifestations come"
"401","Tantra Two","SUSTENANCE","Maya Sakti Born of Bindu Performs the Five Acts"
"402","Tantra Two","SUSTENANCE","Names of Glories of Maya Sakti"
"403","Tantra Two","SUSTENANCE","One Sadasiva Became Five"
"404","Tantra Two","SUSTENANCE","Sadasiva Alone Performs the Five Functions"
"405","Tantra Two","SUSTENANCE","Of Red Lotus Hue is Our Lord!"
"406","Tantra Two","SUSTENANCE","Sadasiva is in the Heart of Even Those Who"
"407","Tantra Two","SUSTENANCE","The One Holy Family Performs All"
"408","Tantra Two","SUSTENANCE","The Act of Genesis"
"409","Tantra Two","SUSTENANCE","He Pervades All Creation as Life Within"
"410","Tantra Two","DESTRUCTION","Varieties of Creation"
"411","Tantra Two","DESTRUCTION","The Spirit Pervades All"
"412","Tantra Two","DESTRUCTION","He is the Totality"
"413","Tantra Two","DESTRUCTION","The True Way"
"414","Tantra Two","DESTRUCTION","Sadasiva is 111 ` the Heart of Even Those Who"
"415","Tantra Two","DESTRUCTION","Lord is Diverse"
"416","Tantra Two","DESTRUCTION","He Stands in Divine Love"
"417","Tantra Two","DESTRUCTION","He Fashions Things Big and Small"
"418","Tantra Two","DESTRUCTION","He is Nandi ்‌"
"419","Tantra Two","DESTRUCTION","He Supports Ail Worlds"
"420","Tantra Two","OBSCURATION","He Grants Immortal Body to Those Who See Him"
"421","Tantra Two","OBSCURATION","Fire is Lord’s Shaft"
"422","Tantra Two","OBSCURATION","Three are His Layas"
"423","Tantra Two","OBSCURATION","The Fire Spreads"
"424","Tantra Two","OBSCURATION","The Descent of Grace"
"425","Tantra Two","OBSCURATION","Four Forms of Mergence"
"426","Tantra Two","OBSCURATION","What Transpires in the Four Deaths"
"427","Tantra Two","OBSCURATION","Four Forms of Mergence"
"428","Tantra Two","OBSCURATION","Thus Four are the Mergence"
"429","Tantra Two","OBSCURATION","TANTRA ‘TWO 67"
"430","Tantra Two","BESTOWAL OF GRACE","Scorch Your Karmas"
"431","Tantra Two","BESTOWAL OF GRACE","He is Within You Yet You Know Him Not"
"432","Tantra Two","BESTOWAL OF GRACE","The Lord Gave This Life"
"433","Tantra Two","BESTOWAL OF GRACE","Even the Three Gods do not Know the Mystery"
"434","Tantra Two","BESTOWAL OF GRACE","Adore and Attain"
"435","Tantra Two","BESTOWAL OF GRACE","He Dispels the Darkness Within"
"436","Tantra Two","BESTOWAL OF GRACE","The Lord veils the Unity."
"437","Tantra Two","BESTOWAL OF GRACE","The Hidden One Will Reveal Himself"
"438","Tantra Two","BESTOWAL OF GRACE","One Became Five"
"439","Tantra Two","BESTOWAL OF GRACE","He is the Pure One"
"440","Tantra Two","CREATION MICROCOSM","The Eye Sees Not : Itself"
"441","Tantra Two","CREATION MICROCOSM","Life and Death are Acts of God"
"442","Tantra Two","CREATION MICROCOSM","Lord is the. Substance and Architect"
"443","Tantra Two","CREATION MICROCOSM","Potter Fashions as His Fancy Takes"
"444","Tantra Two","CREATION MICROCOSM","He Dwells in My Thoughts"
"445","Tantra Two","CREATION MICROCOSM","‘In Love, He Created"
"446","Tantra Two","CREATION MICROCOSM","God Created All,"
"447","Tantra Two","CREATION MICROCOSM","He Who Created, Sustained As Well"
"448","Tantra Two","CREATION MICROCOSM","The Pervasive Siva is Here as Well"
"449","Tantra Two","CREATION MICROCOSM","He is the Object of All Knowledge"
"450","Tantra Two","CREATION MICROCOSM","The Lord Pervades All in Partiality to None"
"451","Tantra Two","CREATION MICROCOSM","God Creates From Within the Womb"
"452","Tantra Two","CREATION MICROCOSM","The Lord Grants Breath and the Child is Born"
"453","Tantra Two","CREATION MICROCOSM","The Course of Life Was Ordained at Time of"
"454","Tantra Two","CREATION MICROCOSM","Through That Union Entered the 25 Tattvas to"
"455","Tantra Two","CREATION MICROCOSM","The Tattvas Remained in the Forehead of the"
"456","Tantra Two","CREATION MICROCOSM","Prana Enters Jiva at Birth"
"457","Tantra Two","CREATION MICROCOSM","The Lord Drives in the Tattvas into the Infant"
"458","Tantra Two","CREATION MICROCOSM","The Child With the Three Gunas in Balance is"
"459","Tantra Two","CREATION MICROCOSM","Into the Foetus Mayaic Mind was Placed"
"460","Tantra Two","CREATION MICROCOSM","Jiva Gets Consciousness and Desires"
"461","Tantra Two","CREATION MICROCOSM","How the Body is Fashioned"
"462","Tantra Two","CREATION MICROCOSM","The Lord Contains the Fire in Muladhara"
"463","Tantra Two","CREATION MICROCOSM","The Lord Preserves the Foetus"
"464","Tantra Two","CREATION MICROCOSM","Breathing and Size of Infant"
"465","Tantra Two","CREATION MICROCOSM","Body of 25 Tattvas"
"466","Tantra Two","CREATION MICROCOSM","After Death, Senses End With Body; Jiva Ends"
"467","Tantra Two","CREATION MICROCOSM","The 35 Tattvas Introduced"
"468","Tantra Two","CREATION MICROCOSM","Lord Creates"
"469","Tantra Two","CREATION MICROCOSM","Lord Placed the Six Adharas"
"470","Tantra Two","CREATION MICROCOSM","Lord Placed Divine Jnana in Cranium"
"471","Tantra Two","CREATION MICROCOSM","Lord Creates Life From Primal Seed of Causation"
"472","Tantra Two","CREATION MICROCOSM","Body’s Impermanence"
"473","Tantra Two","CREATION MICROCOSM","Lord Gives and Lord Takes Life"
"474","Tantra Two","CREATION MICROCOSM","Lord Gave Means of Redemption"
"475","Tantra Two","CREATION MICROCOSM","He Placed Jiva in Care of Two Foster-Mothers"
"476","Tantra Two","CREATION MICROCOSM","Then Siva and Sakti Pervaded 21325"
"477","Tantra Two","CREATION MICROCOSM","He Printed the Sex of the Infant"
"478","Tantra Two","CREATION MICROCOSM","Sex Determined at Sexual Union"
"479","Tantra Two","CREATION MICROCOSM","Age is Determined"
"480","Tantra Two","CREATION MICROCOSM","Birth Imperfections Explained"
"481","Tantra Two","THE THREE CATEGORIES OF JIVAS","How Deaf, Dumb, and Blind are Born"
"482","Tantra Two","THE THREE CATEGORIES OF JIVAS","Breathing at Union Decides Sex of Baby"
"483","Tantra Two","THE THREE CATEGORIES OF JIVAS","How a Handsome Baby is Born"
"484","Tantra Two","THE THREE CATEGORIES OF JIVAS","How Infant in the Womb Grows"
"485","Tantra Two","THE THREE CATEGORIES OF JIVAS","Maya Fosters the Baby"
"486","Tantra Two","THE THREE CATEGORIES OF JIVAS","Maya’s Hidden Act"
"487","Tantra Two","THE THREE CATEGORIES OF JIVAS","In Manhood Jiva Seeks God"
"488","Tantra Two","THE THREE CATEGORIES OF JIVAS","How Maya Fosters Babe"
"489","Tantra Two","THE THREE CATEGORIES OF JIVAS","God Protects Jiva at All Stages"
"490","Tantra Two","THE WORTHY SOULS","Lord Appears in Prayer and Penance"
"491","Tantra Two","THE WORTHY SOULS","Birth is by Lord’s Grace"
"492","Tantra Two","THE WORTHY SOULS","Play of Sakti-Siva infuses Divine Spirit"
"493","Tantra Two","THE WORTHY SOULS","The Three Categories Form Ten Classes"
"494","Tantra Two","THE UNWORTHY SOULS","The Four Classes of Vijnanars"
"495","Tantra Two","THE UNWORTHY SOULS","The Three Classes of Pralayakalas"
"496","Tantra Two","THE UNWORTHY SOULS","The Three Ciasses of Sakalas"
"497","Tantra Two","THE UNWORTHY SOULS","Stages of Attainment in Mala Riddance"
"498","Tantra Two","HOLY WATERS","Nine Gradations of Jivas"
"499","Tantra Two","HOLY WATERS","How Sakalas Among Vijnanakalas Attain"
"500","Tantra Two","HOLY WATERS","How Jivas Reach Siva"
"501","Tantra Two","HOLY WATERS","Give Freely to Sivajnanis"
"502","Tantra Two","HOLY WATERS","Lord’s Devotees are Elevated Souls"
"503","Tantra Two","HOLY WATERS","Lord’s Feet are like a Self-Effulgent Lamp"
"504","Tantra Two","THE HOLY TEMPLE","Lord does Things Appropriate to Those of Tender"
"505","Tantra Two","THE HOLY TEMPLE","Giving to Unworthy is Undesirable"
"506","Tantra Two","THE HOLY TEMPLE","Do not Give to Those Who Have no Love for God"
"507","Tantra Two","THE HOLY TEMPLE","He Who Gives to Sivajnanis will Become a Jnani"
"508","Tantra Two","THE HOLY TEMPLE","Do not Give to Unworthy; the Giver and the"
"509","Tantra Two","THE HOLY TEMPLE","The Holy Waters are Within Us"
"510","Tantra Two","FACE","Lord Abides in Jnana Thought"
"511","Tantra Two","FACE","Men of False Faith do not See the Lord Within"
"512","Tantra Two","FACE","Bathe in Ganga and Be Purified"
"513","Tantra Two","FACE","Seek not Lord Elsewhere; He is Within Thee"
"514","Tantra Two","FACE","Watex Within Forms Vital Body Constituent"
"515","Tantra Two","ABUSE OF SIVA","Dangers of Transplanting Linga"
"516","Tantra Two","ABUSE OF SIVA","Dangers of Destruction to Temple"
"517","Tantra Two","ABUSE OF SIVA","Dangers of Skipping Performance of Puja"
"518","Tantra Two","ABUSE OF SIVA","Dangers of Puja Ceasing"
"519","Tantra Two","ABUSE OF GURU","Puja to be Performed Only by Qualified Priests"
"520","Tantra Two","ABUSE OF GURU","Manifestation of Downward-looking Face"
"521","Tantra Two","ABUSE OF GURU","Blue Throat of Downward-looking Face"
"522","Tantra Two","ABUSE OF GURU","The Truth of Lord’s Blue-Throat"
"523","Tantra Two","ABUSE OF GURU","The Downward-Looking Face is of Sadasiva"
"524","Tantra Two","ABUSE OF GURU","The Face Creates Ail"
"525","Tantra Two","ABUSE OF GURU","It Blossomed Into a Hundred Worlds and"
"526","Tantra Two","ABUSE OF SIVA JNANI (MAHESVARA)","Abuse of Siva Brings Misery"
"527","Tantra Two","ABUSE OF SIVA JNANI (MAHESVARA)","Adore Lord and Attain Jnana"
"528","Tantra Two","ABUSE OF SIVA JNANI (MAHESVARA)","_ Abuse not Siva Even in Fun"
"529","Tantra Two","ABUSE OF SIVA JNANI (MAHESVARA)","Dare not Forget Lord However Holy"
"530","Tantra Two","ABUSE OF SIVA JNANI (MAHESVARA)","The True Disciples are Blessed"
"531","Tantra Two","PATIENCE","Consequences of Abusing Guru"
"532","Tantra Two","PATIENCE","Consequences of Abusing the Good"
"533","Tantra Two","TO SEEK THE:COMPANY OF THE HOLY","Do not Abuse Guru"
"534","Tantra Two","TO SEEK THE:COMPANY OF THE HOLY","Harm to World by Maltreatment of Guru"
"535","Tantra Two","TO SEEK THE:COMPANY OF THE HOLY","Do not Utter Falsehood in Guru’s Presence"
"536","Tantra Two","TO SEEK THE:COMPANY OF THE HOLY","Jnana Guru is the Real Guru"
"537","Tantra Two","TO SEEK THE:COMPANY OF THE HOLY","Consequences of Abusing Mahesvara"
"538","Tantra Three","ASHTANGA YOGAM","Blessings of Jnani’s Presence"
"539","Tantra Two","PATIENCE","Patience is the Sheet-anchor of Yogis"
"540","Tantra Two","PATIENCE","hs Celestial Beings Worship Lord"
"541","Tantra Two","PATIENCE","Walk With the Holy"
"542","Tantra Two","PATIENCE","Lord Grants Grace to Those Who Adore Him"
"543","Tantra Two","TO SEEK THE COMPANY OF THE HOLY","Lord’s Play"
"544","Tantra Two","TO SEEK THE COMPANY OF THE HOLY","Holy Company Saves You From Distress"
"545","Tantra Two","TO SEEK THE COMPANY OF THE HOLY","Holy Company Leads You to Bliss"
"546","Tantra Two","TO SEEK THE COMPANY OF THE HOLY","The Holy are Kin of Lord"
"547","Tantra Two","TO SEEK THE COMPANY OF THE HOLY","Siva Welcomes Devotees of His Devotees"
"548","Tantra Two","TO SEEK THE COMPANY OF THE HOLY","1 joined the Company of the Rich in Grace"
"549","Tantra Three","ASANAS","Difficult to Expound is the Science of Yoga"
"550","Tantra Three","ASHTANGA YOGA","Yoga Includes Kavacha, Nyasa and Mudra"
"551","Tantra Three","ASANAS","Ashtanga Yoga Leads to Samadhi and to Jnana"
"552","Tantra Three","ASHTANGA YOGA","Eight Limbs of Yoga"
"553","Tantra Three","IYAMA","Perform Iyamas Always"
"554","Tantra Three","IYAMA","Ways of Iyama"
"555","Tantra Three","IYAMA","Way of Niyama"
"556","Tantra Three","IYAMA","Ten Virtues of Niyama"
"557","Tantra Three","IYAMA","Further Ten Attributes of Niyama"
"558","Tantra Three","ASANA","Prominent Asanas"
"559","Tantra Three","ASANA","Padmasana—Lotus Posture"
"560","Tantra Three","PRANAYAMA","Bhadrasana—Happy Posture"
"561","Tantra Three","ASANA","Kukkudasana—Cock Posture"
"562","Tantra Three","ASANA","Simhasana—Lion Posture"
"563","Tantra Three","ASANA","Important Asanas are Eight"
"564","Tantra Three","PRANAYAMA","Master the Steed of Breath"
"565","Tantra Three","PRANAYAMA","Control of Inhalation and Exhalation"
"566","Tantra Three","PRANAYAMA","Breath control Activates Body"
"567","Tantra Three","PRANAYAMA","Breath Control Yields Life-Nectar"
"568","Tantra Three","PRANAYAMA","Puraka Kumbhaka Rechaka Alternated—Cleansing"
"569","Tantra Three","PRANAYAMA","Breath Control Makes Body Light as"
"570","Tantra Three","PRANAYAMA","Breath Control Gives Supreme Strength"
"571","Tantra Three","PRANAYAMA","Knowledge of Science of Breath Leads to Him"
"572","Tantra Three","PRANAYAMA","Effect of Puraka, Kumbhaka, Rechaka"
"573","Tantra Three","PRANAYAMA","Time Duration of Inhaling Retaining and"
"574","Tantra Three","PRANAYAMA","How to Practise Pranayama"
"575","Tantra Three","PRANAYAMA","Purify Body By Breath Control"
"576","Tantra Three","PRANAYAMA","Inhale 12 Matras; Retain 4 Matras"
"577","Tantra Three","PRANAYAMA","Learn to Control Breath and Master Death"
"578","Tantra Three","DHARANA","Blessings of Mind Withdrawal"
"579","Tantra Three","DHARANA","Retain Breath Below Navel Region"
"580","Tantra Three","DHARANA","Where Kundalini Is"
"581","Tantra Three","DHARANA","Breath Control for Maha Siddha Yoga."
"582","Tantra Three","DHARANA","When Light Appears"
"583","Tantra Three","DHARANA","What Kundalini Yoga is"
"584","Tantra Three","DHARANA","Kundalini Yoga Ends Birth"
"585","Tantra Three","DHARANA","Pratyahara"
"586","Tantra Three","DHARANA","Pranayama Helps Pratyahara"
"587","Tantra Three","DHYANA","What Pratyahara Can Lead to"
"588","Tantra Three","DHYANA","How to Practise Dharana"
"589","Tantra Three","DHYANA","Lord Dances in Sahasrara"
"590","Tantra Three","DHYANA","Siva ascends to Sakti"
"591","Tantra Three","DHYANA","Practice of Kundalini Yoga"
"592","Tantra Three","DHYANA","ractise Breath மேயம்‌01 in Proper Time-Measure"
"593","Tantra Three","DHYANA","Practise Breath Coniro! in Silence"
"594","Tantra Three","DHYANA","Longevity Gained by Breath Control"
"595","Tantra Three","DHYANA","Mind Control Through Breath Control"
"596","Tantra Three","DHYANA","Make the Body Immortal"
"597","Tantra Three","DHYANA","Dharana is Involution"
"598","Tantra Three","DHYANA","Dhyana is of Two Kinds"
"599","Tantra Three","DHYANA","In Dhyana the Divine Light Appears"
"600","Tantra Three","DHYANA","In Dhyana Can Be Seen the Jnana Form of Siva"
"601","Tantra Three","DHYANA","Alas! They Perform not Dhyana"
"602","Tantra Three","DHYANA","முக Brightens All Lamps Within"
